transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,total,total_normalized
21976775263,272518,2013-06-25,1,2,5,99,51.975,546.975,Flagship store,495,0.05720053835800808
25278801480,274512,2013-06-25,3,5,3,426,134.19,1412.19,Flagship store,1278,0.16258411843876178
35999745092,268969,2013-06-25,10,6,3,199,62.685,659.685,Flagship store,597,0.07092866756393001
80722895813,273763,2013-06-25,4,4,3,1014,319.41,3361.41,MBR,3042,0.4
71824524516,269057,2013-06-25,8,3,1,1218,127.89,1345.89,e-Shop,1218,0.15450874831763123
95050021424,269455,2013-06-25,4,1,2,1329,279.09,2937.09,e-Shop,2658,0.34831763122476445
88351772891,269909,2013-06-25,12,5,2,834,175.14,1843.14,MBR,1668,0.21507402422611036
45329198631,272321,2013-06-24,8,3,1,1006,105.63,1111.63,e-Shop,1006,0.1259757738896366
49890754409,266916,2013-06-24,2,6,5,1358,712.95,7502.95,TeleShop,6790,0.9044414535666218
36344747439,275225,2013-06-24,2,6,2,1376,288.96,3040.96,MBR,2752,0.36096904441453564
41405935651,273308,2013-06-24,11,5,5,652,342.3,3602.3,e-Shop,3260,0.42934051144010765
15975961947,272896,2013-06-24,2,6,2,202,42.42,446.42,Flagship store,404,0.04495289367429341
21178451635,266997,2013-06-24,3,2,2,1264,265.44,2793.44,MBR,2528,0.33082099596231496
28092587458,268492,2013-06-24,2,6,1,165,17.325,182.325,e-Shop,165,0.01278600269179004
40268527150,269843,2013-06-24,4,1,5,1211,635.775,6690.775,TeleShop,6055,0.8055181695827726
19367406276,270900,2013-06-24,12,6,1,382,40.11,422.11,Flagship store,382,0.04199192462987887
37868931260,274728,2013-06-24,12,5,1,1349,141.645,1490.645,Flagship store,1349,0.1721399730820996
18136996931,268418,2013-06-24,1,4,2,240,50.4,530.4,TeleShop,480,0.05518169582772544
22489432173,268994,2013-06-24,7,5,5,245,128.625,1353.625,e-Shop,1225,0.15545087483176312
56155997981,268654,2013-06-24,12,6,1,1388,145.74,1533.74,Flagship store,1388,0.17738896366083445
32257514258,271687,2013-06-24,2,6,5,1247,654.675,6889.675,MBR,6235,0.8297442799461642
22731619464,275206,2013-06-24,7,5,4,1313,551.46,5803.46,MBR,5252,0.697442799461642
94330595763,271821,2013-06-24,12,6,2,822,172.62,1816.62,TeleShop,1644,0.21184387617765815
84013397294,272021,2013-06-24,10,6,3,1152,362.88,3818.88,TeleShop,3456,0.45572005383580083
41409462977,270055,2013-06-23,4,2,2,588,123.48,1299.48,e-Shop,1176,0.14885598923283982
43393792743,274423,2013-06-23,1,1,4,669,280.98,2956.98,e-Shop,2676,0.3507402422611036
11676580839,269830,2013-06-23,3,1,5,1051,551.775,5806.775,e-Shop,5255,0.6978465679676985
40052091743,272181,2013-06-23,4,3,5,607,318.675,3353.675,MBR,3035,0.3990578734858681
27668127821,266887,2013-06-23,3,2,3,1434,451.71,4753.71,TeleShop,4302,0.5695827725437416
6449284545,269348,2013-06-23,5,3,3,1221,384.615,4047.615,e-Shop,3663,0.48358008075370124
22848064682,269618,2013-06-23,6,5,5,363,190.575,2005.575,MBR,1815,0.2348586810228802
10971423407,272689,2013-06-23,3,5,4,892,374.64,3942.64,e-Shop,3568,0.47079407806191115
2170522259,268029,2013-06-23,7,5,4,164,68.88,724.88,TeleShop,656,0.07886944818304173
41024104039,274204,2013-06-23,5,3,4,636,267.12,2811.12,MBR,2544,0.3329744279946164
31628968390,267977,2013-06-23,10,6,2,956,200.76,2112.76,MBR,1912,0.24791386271870794
550339803,271107,2013-06-23,6,5,5,778,408.45,4298.45,MBR,3890,0.5141318977119784
87840212901,273718,2013-06-23,8,3,2,1413,296.73,3122.73,e-Shop,2826,0.37092866756393
87071795974,270241,2013-06-23,12,6,3,668,210.42,2214.42,e-Shop,2004,0.26029609690444144
72568516169,267015,2013-06-23,8,3,5,1460,766.5,8066.5,MBR,7300,0.9730820995962315
88011126684,274870,2013-06-23,11,6,4,611,256.62,2700.62,MBR,2444,0.31951547779273215
8403813827,270594,2013-06-22,12,5,3,1489,469.035,4936.035,Flagship store,4467,0.5917900403768506
47943958252,267349,2013-06-22,4,4,4,1352,567.84,5975.84,TeleShop,5408,0.7184387617765814
37880862873,267282,2013-06-22,1,2,1,571,59.955,630.955,e-Shop,571,0.0674293405114401
22300555249,267792,2013-06-22,6,5,2,998,209.58,2205.58,MBR,1996,0.2592193808882907
92736388,267753,2013-06-22,4,4,4,429,180.18,1896.18,e-Shop,1716,0.22153432032301482
33811387652,274359,2013-06-22,7,5,1,1484,155.82,1639.82,MBR,1484,0.19030955585464335
31605591154,274219,2013-06-22,4,4,2,615,129.15,1359.15,e-Shop,1230,0.15612382234185734
36449970284,267446,2013-06-22,3,1,4,1188,498.96,5250.96,MBR,4752,0.6301480484522207
53106707503,274079,2013-06-22,3,2,3,621,195.615,2058.615,e-Shop,1863,0.24131897711978464
12556397549,274884,2013-06-22,3,2,2,980,205.8,2165.8,Flagship store,1960,0.2543741588156124
51441133100,274134,2013-06-22,3,1,3,1168,367.92,3871.92,e-Shop,3504,0.46218034993270524
93977538819,274270,2013-06-22,3,1,4,620,260.4,2740.4,e-Shop,2480,0.3243606998654105
99544093871,267971,2013-06-22,10,6,4,1095,459.9,4839.9,e-Shop,4380,0.5800807537012113
93828494779,270523,2013-06-22,7,5,2,344,72.24,760.24,e-Shop,688,0.08317631224764468
92664222772,270257,2013-06-22,3,2,5,72,37.8,397.8,Flagship store,360,0.039030955585464336
85986839869,268853,2013-06-22,9,3,4,171,71.82,755.82,MBR,684,0.08263795423956931
73512746373,267938,2013-06-22,3,2,2,988,207.48,2183.48,e-Shop,1976,0.2565275908479139
64305256097,272622,2013-06-22,12,6,5,776,407.4,4287.4,Flagship store,3880,0.5127860026917901
37195503520,272652,2013-06-21,10,3,5,1143,600.075,6315.075,e-Shop,5715,0.7597577388963661
8426192675,273584,2013-06-21,1,4,1,1207,126.735,1333.735,Flagship store,1207,0.15302826379542395
7263503493,273962,2013-06-21,3,2,2,785,164.85,1734.85,e-Shop,1570,0.2018842530282638
39891729388,268956,2013-06-21,3,1,2,312,65.52,689.52,e-Shop,624,0.07456258411843876
19370778276,274772,2013-06-21,6,5,5,168,88.2,928.2,Flagship store,840,0.10363391655450875
61790195533,273307,2013-06-21,5,3,1,1181,124.005,1305.005,TeleShop,1181,0.14952893674293405
6985440754,269161,2013-06-21,3,5,2,1382,290.22,3054.22,MBR,2764,0.36258411843876176
36232298553,266917,2013-06-21,12,6,1,141,14.805,155.805,MBR,141,0.00955585464333782
57296938881,271553,2013-06-21,12,6,3,1469,462.735,4869.735,e-Shop,4407,0.5837146702557201
4516480079,269779,2013-06-21,3,2,2,179,37.59,395.59,MBR,358,0.03876177658142665
53241893196,272515,2013-06-21,12,5,5,863,453.075,4768.075,Flagship store,4315,0.5713324360699865
53317636477,269304,2013-06-21,12,6,5,1104,579.6,6099.6,e-Shop,5520,0.7335127860026918
93914995470,269606,2013-06-21,1,4,1,651,68.355,719.355,TeleShop,651,0.0781965006729475
63547042615,273264,2013-06-21,4,3,2,1054,221.34,2329.34,TeleShop,2108,0.2742934051144011
83036101014,270252,2013-06-21,10,3,5,401,210.525,2215.525,MBR,2005,0.2604306864064603
13165069258,273562,2013-06-20,4,1,3,1162,366.03,3852.03,Flagship store,3486,0.45975773889636606
16264178383,275183,2013-06-20,4,4,4,999,419.58,4415.58,e-Shop,3996,0.5283983849259758
23704555568,271492,2013-06-20,4,2,3,261,82.215,865.215,MBR,783,0.09596231493943472
60132805217,272359,2013-06-20,10,5,5,638,334.95,3524.95,TeleShop,3190,0.4199192462987887
5479136053,269216,2013-06-20,3,5,2,735,154.35,1624.35,Flagship store,1470,0.18842530282637954
16276989679,272383,2013-06-20,11,6,4,177,74.34,782.34,e-Shop,708,0.08586810228802154
55099427682,273973,2013-06-20,3,1,5,1121,588.525,6193.525,TeleShop,5605,0.7449528936742934
27523976191,267681,2013-06-20,12,5,5,443,232.575,2447.575,MBR,2215,0.28869448183041724
29361430757,269563,2013-06-20,12,6,5,401,210.525,2215.525,e-Shop,2005,0.2604306864064603
19553975077,270655,2013-06-20,11,5,4,360,151.2,1591.2,e-Shop,1440,0.18438761776581428
13935695514,268328,2013-06-20,3,5,5,506,265.65,2795.65,MBR,2530,0.3310901749663526
71780841428,274027,2013-06-20,12,6,3,1191,375.165,3948.165,TeleShop,3573,0.47146702557200537
67605102398,270473,2013-06-20,8,3,1,309,32.445,341.445,Flagship store,309,0.03216689098250337
99324769743,267764,2013-06-20,9,3,4,873,366.66,3858.66,TeleShop,3492,0.4605652759084791
82512261421,268548,2013-06-20,7,5,2,1135,238.35,2508.35,TeleShop,2270,0.2960969044414536
95566895752,275218,2013-06-20,6,5,4,528,221.76,2333.76,MBR,2112,0.2748317631224764
79373206866,274608,2013-06-20,3,2,2,151,31.71,333.71,e-Shop,302,0.03122476446837147
73718880852,273133,2013-06-20,4,2,4,691,290.22,3054.22,e-Shop,2764,0.36258411843876176
90745918211,267023,2013-06-20,10,6,2,224,47.04,495.04,e-Shop,448,0.05087483176312248
82133050564,273647,2013-06-20,9,3,3,80,25.2,265.2,TeleShop,240,0.02288021534320323
73693729731,270935,2013-06-20,10,6,3,847,266.805,2807.805,MBR,2541,0.3325706594885599
96420324712,270555,2013-06-20,12,5,2,595,124.95,1314.95,e-Shop,1190,0.15074024226110364
50104545984,272212,2013-06-19,4,1,5,1468,770.7,8110.7,MBR,7340,0.9784656796769852
8173459978,266959,2013-06-19,1,2,3,1476,464.94,4892.94,e-Shop,4428,0.5865410497981157
44427114302,270283,2013-06-19,1,1,2,433,90.93,956.93,e-Shop,866,0.10713324360699865
17784941034,269906,2013-06-19,7,5,4,437,183.54,1931.54,MBR,1748,0.22584118438761777
54898499439,274701,2013-06-19,12,6,2,514,107.94,1135.94,Flagship store,1028,0.12893674293405114
55711112728,274069,2013-06-19,10,3,3,1484,467.46,4919.46,Flagship store,4452,0.589771197846568
45459573063,273285,2013-06-19,8,3,5,1460,766.5,8066.5,e-Shop,7300,0.9730820995962315
59632729147,274488,2013-06-19,1,4,2,778,163.38,1719.38,e-Shop,1556,0.2
36788981907,270659,2013-06-19,1,2,1,472,49.56,521.56,MBR,472,0.054104979811574694
21273261190,273739,2013-06-19,8,3,5,373,195.825,2060.825,MBR,1865,0.24158815612382234
5755010027,269703,2013-06-19,10,5,1,1040,109.2,1149.2,MBR,1040,0.13055181695827725
8903414497,269385,2013-06-19,10,3,1,344,36.12,380.12,e-Shop,344,0.03687752355316285
49419391555,273564,2013-06-19,12,6,5,1408,739.2,7779.2,e-Shop,7040,0.9380888290713324
33567172681,274471,2013-06-19,12,6,2,1050,220.5,2320.5,MBR,2100,0.2732166890982503
67374891777,272151,2013-06-19,3,5,5,768,403.2,4243.2,e-Shop,3840,0.5074024226110363
90695576844,270328,2013-06-19,10,3,2,1298,272.58,2868.58,MBR,2596,0.33997308209959626
76368865711,268734,2013-06-19,3,1,1,612,64.26,676.26,TeleShop,612,0.07294751009421264
71628005437,274703,2013-06-19,5,3,5,950,498.75,5248.75,Flagship store,4750,0.629878869448183
98391940810,270321,2013-06-19,10,6,2,1279,268.59,2826.59,Flagship store,2558,0.3348586810228802
95941364796,271887,2013-06-19,3,5,4,132,55.44,583.44,TeleShop,528,0.06164199192462988
5729528362,272495,2013-06-18,10,6,3,1208,380.52,4004.52,TeleShop,3624,0.47833109017496633
25858204373,270849,2013-06-18,9,3,2,1443,303.03,3189.03,e-Shop,2886,0.3790040376850606
51277071420,273511,2013-06-18,9,3,2,665,139.65,1469.65,e-Shop,1330,0.1695827725437416
23430350544,267653,2013-06-18,12,6,1,723,75.915,798.915,MBR,723,0.08788694481830417
12458826019,274568,2013-06-18,9,3,3,736,231.84,2439.84,e-Shop,2208,0.28775235531628535
46055145691,273811,2013-06-18,4,2,4,963,404.46,4256.46,MBR,3852,0.5090174966352624
5562001478,272500,2013-06-18,3,5,5,956,501.9,5281.9,e-Shop,4780,0.6339165545087483
46503506468,274955,2013-06-18,1,2,4,487,204.54,2152.54,TeleShop,1948,0.25275908479138626
62499324287,270550,2013-06-18,4,4,5,213,111.825,1176.825,e-Shop,1065,0.13391655450874831
47839213871,269245,2013-06-18,4,3,5,371,194.775,2049.775,Flagship store,1855,0.24024226110363392
79927580028,274435,2013-06-18,1,4,2,839,176.19,1854.19,e-Shop,1678,0.21641991924629878
92226430355,272688,2013-06-18,1,1,3,289,91.035,958.035,TeleShop,867,0.1072678331090175
74278458640,267835,2013-06-18,6,5,2,632,132.72,1396.72,TeleShop,1264,0.160699865410498
97232144359,269094,2013-06-18,5,3,2,791,166.11,1748.11,TeleShop,1582,0.2034993270524899
67794663718,272316,2013-06-18,12,6,2,1313,275.73,2901.73,Flagship store,2626,0.3440107671601615
35972771273,270684,2013-06-17,5,3,2,1006,211.26,2223.26,MBR,2012,0.26137281292059217
47763515996,267000,2013-06-17,4,4,5,1299,681.975,7176.975,MBR,6495,0.8647375504710633
12588251117,272308,2013-06-17,3,1,4,113,47.46,499.46,Flagship store,452,0.05141318977119785
21487483956,273993,2013-06-17,11,5,2,1356,284.76,2996.76,Flagship store,2712,0.35558546433378196
59768248977,272353,2013-06-17,1,2,1,700,73.5,773.5,Flagship store,700,0.0847913862718708
7796415213,269794,2013-06-17,1,4,2,1370,287.7,3027.7,TeleShop,2740,0.35935397039030953
12168103929,268585,2013-06-17,5,3,2,206,43.26,455.26,TeleShop,412,0.046029609690444145
5620561916,271972,2013-06-17,2,6,2,264,55.44,583.44,TeleShop,528,0.06164199192462988
83712768922,270957,2013-06-17,3,5,1,679,71.295,750.295,Flagship store,679,0.0819650067294751
83859410337,274525,2013-06-17,3,5,4,705,296.1,3116.1,e-Shop,2820,0.37012113055181695
86991475094,270146,2013-06-17,1,4,4,738,309.96,3261.96,MBR,2952,0.38788694481830416
74007441887,274463,2013-06-17,4,1,4,641,269.22,2833.22,MBR,2564,0.33566621803499325
89220750429,274046,2013-06-17,9,3,5,171,89.775,944.775,Flagship store,855,0.10565275908479138
52052966139,274367,2013-06-16,10,6,1,714,74.97,788.97,e-Shop,714,0.08667563930013458
33952003562,268449,2013-06-16,4,4,4,242,101.64,1069.64,Flagship store,968,0.12086137281292059
24871167108,271924,2013-06-16,4,4,5,1427,749.175,7884.175,e-Shop,7135,0.9508748317631225
28377429617,267234,2013-06-16,1,4,3,1142,359.73,3785.73,MBR,3426,0.45168236877523554
24253986035,267727,2013-06-16,2,6,3,674,212.31,2234.31,e-Shop,2022,0.2627187079407806
49265166126,273910,2013-06-16,12,5,2,690,144.9,1524.9,TeleShop,1380,0.17631224764468373
23326141451,274700,2013-06-16,9,3,4,287,120.54,1268.54,e-Shop,1148,0.14508748317631226
41667326932,272371,2013-06-16,9,3,4,617,259.14,2727.14,TeleShop,2468,0.3227456258411844
4009775229,271261,2013-06-16,12,6,5,88,46.2,486.2,MBR,440,0.04979811574697174
55341739811,272816,2013-06-16,10,5,2,898,188.58,1984.58,TeleShop,1796,0.2323014804845222
11409036338,270602,2013-06-16,1,2,5,782,410.55,4320.55,TeleShop,3910,0.5168236877523553
71080438542,267698,2013-06-16,11,5,2,83,17.43,183.43,TeleShop,166,0.012920592193808884
87602291178,274719,2013-06-16,6,5,1,800,84.0,884.0,e-Shop,800,0.09825033647375504
65929151883,267714,2013-06-16,7,5,2,231,48.51,510.51,e-Shop,462,0.052759084791386274
72783160090,271243,2013-06-16,1,1,4,1200,504.0,5304.0,e-Shop,4800,0.6366083445491252
76722317957,273215,2013-06-16,2,6,4,153,64.26,676.26,e-Shop,612,0.07294751009421264
89591928808,273616,2013-06-16,7,5,4,1382,580.44,6108.44,TeleShop,5528,0.7345895020188425
31708671744,271793,2013-06-15,11,5,5,602,316.05,3326.05,e-Shop,3010,0.39569313593539707
10981905317,270356,2013-06-15,1,1,5,130,68.25,718.25,e-Shop,650,0.07806191117092867
12213564278,267227,2013-06-15,1,4,4,679,285.18,3001.18,e-Shop,2716,0.35612382234185735
7130343916,268184,2013-06-15,3,5,1,393,41.265,434.265,TeleShop,393,0.04347240915208614
24545848286,272863,2013-06-15,1,4,4,271,113.82,1197.82,MBR,1084,0.13647375504710632
1834977618,270718,2013-06-15,4,4,5,1325,695.625,7320.625,MBR,6625,0.8822341857335128
57018286404,268876,2013-06-15,3,5,4,241,101.22,1065.22,MBR,964,0.12032301480484522
46219366986,270608,2013-06-15,1,4,2,218,45.78,481.78,e-Shop,436,0.04925975773889637
60577533228,268353,2013-06-15,3,2,1,1248,131.04,1379.04,MBR,1248,0.1585464333781965
35527485281,274573,2013-06-15,12,5,5,1184,621.6,6541.6,Flagship store,5920,0.7873485868102288
25085537287,267883,2013-06-15,5,3,2,1377,289.17,3043.17,MBR,2754,0.36123822341857337
398388975,270246,2013-06-15,3,2,3,1401,441.315,4644.315,Flagship store,4203,0.5562584118438761
43943191565,267291,2013-06-15,3,1,3,172,54.18,570.18,TeleShop,516,0.06002691790040377
43083592618,271718,2013-06-15,1,4,2,233,48.93,514.93,Flagship store,466,0.05329744279946164
55487209318,269316,2013-06-15,1,4,5,288,151.2,1591.2,Flagship store,1440,0.18438761776581428
37907679079,268629,2013-06-15,6,5,5,301,158.025,1663.025,MBR,1505,0.19313593539703902
44281974284,270018,2013-06-15,8,3,5,594,311.85,3281.85,TeleShop,2970,0.39030955585464333
90565659699,271541,2013-06-15,1,1,3,388,122.22,1286.22,MBR,1164,0.14724091520861374
95803962062,268881,2013-06-15,4,2,4,407,170.94,1798.94,Flagship store,1628,0.20969044414535667
86754239868,272116,2013-06-15,10,5,4,931,391.02,4115.02,e-Shop,3724,0.4917900403768506
82913592737,274076,2013-06-15,12,6,4,661,277.62,2921.62,e-Shop,2644,0.34643337819650066
80889796290,274219,2013-06-15,9,3,5,1037,544.425,5729.425,e-Shop,5185,0.6884253028263796
68205506426,268041,2013-06-15,3,1,4,1243,522.06,5494.06,TeleShop,4972,0.6597577388963661
90932939680,272802,2013-06-15,10,6,4,1251,525.42,5529.42,TeleShop,5004,0.664064602960969
53785925789,274616,2013-06-14,12,6,5,1314,689.85,7259.85,MBR,6570,0.8748317631224765
22303104380,272154,2013-06-14,5,3,2,148,31.08,327.08,MBR,296,0.03041722745625841
5006124717,273507,2013-06-14,5,3,2,88,18.48,194.48,MBR,176,0.014266487213997309
28760538119,271913,2013-06-14,12,6,2,499,104.79,1102.79,MBR,998,0.12489905787348587
46572181356,272830,2013-06-14,2,6,1,907,95.235,1002.235,e-Shop,907,0.1126514131897712
27610326534,273783,2013-06-14,3,1,2,1264,265.44,2793.44,Flagship store,2528,0.33082099596231496
62728721725,271606,2013-06-14,12,6,4,1341,563.22,5927.22,Flagship store,5364,0.7125168236877524
6161489351,274708,2013-06-14,10,3,1,487,51.135,538.135,e-Shop,487,0.05612382234185734
88821673610,268299,2013-06-14,10,5,5,506,265.65,2795.65,Flagship store,2530,0.3310901749663526
75393425704,269042,2013-06-14,6,5,5,631,331.275,3486.275,MBR,3155,0.4152086137281292
93284504410,269332,2013-06-14,10,6,2,1335,280.35,2950.35,MBR,2670,0.34993270524899056
63575810677,269168,2013-06-14,7,5,4,914,383.88,4039.88,TeleShop,3656,0.4826379542395693
90105977333,269528,2013-06-14,3,2,2,384,80.64,848.64,Flagship store,768,0.09394347240915209
50439031894,272128,2013-06-13,4,1,4,724,304.08,3200.08,Flagship store,2896,0.38034993270524897
17304624587,272411,2013-06-13,12,5,4,1174,493.08,5189.08,MBR,4696,0.6226110363391656
43223380219,267167,2013-06-13,6,5,4,593,249.06,2621.06,Flagship store,2372,0.3098250336473755
57311262865,270872,2013-06-13,4,3,4,1044,438.48,4614.48,Flagship store,4176,0.5526244952893674
61899211091,274056,2013-06-13,12,5,3,803,252.945,2661.945,e-Shop,2409,0.3148048452220727
22758298574,272809,2013-06-13,4,4,3,72,22.68,238.68,MBR,216,0.01965006729475101
23439523005,270962,2013-06-13,1,1,3,528,166.32,1750.32,e-Shop,1584,0.2037685060565276
30892099796,274296,2013-06-13,10,3,5,95,49.875,524.875,e-Shop,475,0.05450874831763122
41923548604,275179,2013-06-13,2,6,2,1326,278.46,2930.46,Flagship store,2652,0.3475100942126514
14936730870,271806,2013-06-13,4,3,3,493,155.295,1634.295,MBR,1479,0.18963660834454912
22165878228,272494,2013-06-13,3,1,4,945,396.9,4176.9,MBR,3780,0.4993270524899058
51470110760,274293,2013-06-13,4,4,2,168,35.28,371.28,e-Shop,336,0.03580080753701211
92206094593,271107,2013-06-13,4,4,5,114,59.85,629.85,e-Shop,570,0.06729475100942127
66863455368,274569,2013-06-13,12,6,3,295,92.925,977.925,e-Shop,885,0.10969044414535666
99626555337,268720,2013-06-13,4,3,3,832,262.08,2758.08,TeleShop,2496,0.326514131897712
89274306751,268302,2013-06-13,11,5,4,1054,442.68,4658.68,Flagship store,4216,0.5580080753701211
81584147789,274968,2013-06-13,12,6,1,531,55.755,586.755,e-Shop,531,0.06204576043068641
74439150028,273325,2013-06-13,1,4,4,507,212.94,2240.94,MBR,2028,0.2635262449528937
81565257781,267278,2013-06-13,11,5,1,703,73.815,776.815,MBR,703,0.08519515477792731
78563965326,267952,2013-06-13,10,3,1,1015,106.575,1121.575,e-Shop,1015,0.1271870794078062
98620998175,274471,2013-06-13,11,6,4,490,205.8,2165.8,TeleShop,1960,0.2543741588156124
15734670509,271159,2013-05-31,4,2,1,568,59.64,627.64,TeleShop,568,0.06702557200538357
36942426973,270540,2013-05-31,12,5,5,460,241.5,2541.5,MBR,2300,0.3001345895020188
41775158629,268536,2013-05-31,5,3,1,562,59.01,621.01,e-Shop,562,0.06621803499327053
28342732442,270018,2013-05-31,11,6,2,1433,300.93,3166.93,MBR,2866,0.37631224764468374
26839134481,273190,2013-05-31,4,2,2,844,177.24,1865.24,TeleShop,1688,0.21776581426648722
51092195438,272801,2013-05-31,12,5,1,904,94.92,998.92,e-Shop,904,0.11224764468371468
26110847433,266895,2013-05-31,11,5,2,1286,270.06,2842.06,e-Shop,2572,0.336742934051144
14627533877,270064,2013-05-31,7,5,1,448,47.04,495.04,MBR,448,0.05087483176312248
52555572527,266953,2013-05-31,1,4,5,926,486.15,5116.15,TeleShop,4630,0.6137281292059219
35180739937,273207,2013-05-31,3,5,4,1347,565.74,5953.74,MBR,5388,0.7157469717362046
12658888772,267412,2013-05-31,3,1,1,280,29.4,309.4,Flagship store,280,0.02826379542395693
53369318484,267325,2013-05-31,9,3,2,1441,302.61,3184.61,MBR,2882,0.3784656796769852
35186344052,270787,2013-05-31,8,3,5,209,109.725,1154.725,Flagship store,1045,0.13122476446837147
61860727234,270155,2013-05-31,10,6,3,144,45.36,477.36,Flagship store,432,0.04872139973082099
2647736631,268629,2013-05-31,2,6,5,1336,701.4,7381.4,MBR,6680,0.8896366083445492
17112928233,269545,2013-05-31,2,6,4,1192,500.64,5268.64,MBR,4768,0.6323014804845222
37760061580,267592,2013-05-31,4,2,5,1461,767.025,8072.025,e-Shop,7305,0.9737550471063257
31527202055,267576,2013-05-31,3,2,4,937,393.54,4141.54,MBR,3748,0.4950201884253028
10327937073,268245,2013-05-31,3,2,1,167,17.535,184.535,e-Shop,167,0.013055181695827726
73706668340,271787,2013-05-31,10,3,4,337,141.54,1489.54,e-Shop,1348,0.17200538358008075
88743841801,268904,2013-05-31,10,6,5,683,358.575,3773.575,TeleShop,3415,0.45020188425302826
71700228601,273574,2013-05-31,3,5,1,671,70.455,741.455,e-Shop,671,0.08088829071332436
92228623340,267886,2013-05-31,9,3,4,961,403.62,4247.62,MBR,3844,0.5079407806191117
94025799800,275249,2013-05-31,10,5,3,835,263.025,2768.025,TeleShop,2505,0.32772543741588156
79699108729,272529,2013-05-31,12,6,2,1330,279.3,2939.3,Flagship store,2660,0.34858681022880217
25397213119,267143,2013-05-30,3,2,3,1351,425.565,4478.565,MBR,4053,0.5360699865410498
19870590120,268501,2013-05-30,1,1,4,1137,477.54,5025.54,MBR,4548,0.6026917900403769
58219214943,275159,2013-05-30,12,6,3,333,104.895,1103.895,e-Shop,999,0.1250336473755047
61572056658,269293,2013-05-30,12,5,5,897,470.925,4955.925,e-Shop,4485,0.5942126514131898
37277694306,274968,2013-05-30,11,6,4,113,47.46,499.46,TeleShop,452,0.05141318977119785
19874693727,269574,2013-05-30,2,6,3,1204,379.26,3991.26,e-Shop,3612,0.4767160161507402
39892916167,267776,2013-05-30,3,1,4,856,359.52,3783.52,MBR,3424,0.4514131897711978
58687778228,275184,2013-05-30,3,5,4,1168,490.56,5162.56,MBR,4672,0.6193808882907134
40609300810,271698,2013-05-30,8,3,1,374,39.27,413.27,e-Shop,374,0.04091520861372813
30699851302,269399,2013-05-30,1,4,1,962,101.01,1063.01,MBR,962,0.12005383580080754
45114642774,267370,2013-05-30,10,6,2,124,26.04,274.04,e-Shop,248,0.02395693135935397
61371929376,269055,2013-05-30,7,5,4,1338,561.96,5913.96,TeleShop,5352,0.7109017496635263
17233773828,270272,2013-05-30,12,6,5,322,169.05,1779.05,e-Shop,1610,0.2072678331090175
62468757770,272497,2013-05-30,9,3,5,425,223.125,2348.125,Flagship store,2125,0.2765814266487214
73077875736,274972,2013-05-30,8,3,4,1285,539.7,5679.7,TeleShop,5140,0.6823687752355316
82400731842,270206,2013-05-30,4,2,2,1277,268.17,2822.17,e-Shop,2554,0.33432032301480485
95828722056,267711,2013-05-30,10,6,1,1192,125.16,1317.16,e-Shop,1192,0.15100942126514133
85216927568,270030,2013-05-30,1,4,2,584,122.64,1290.64,e-Shop,1168,0.1477792732166891
76155687007,274590,2013-05-30,5,3,4,451,189.42,1993.42,e-Shop,1804,0.23337819650067296
70600390175,274748,2013-05-30,2,6,1,1021,107.205,1128.205,TeleShop,1021,0.12799461641991924
65218090948,274902,2013-05-30,3,5,1,954,100.17,1054.17,e-Shop,954,0.11897711978465679
69544514074,269193,2013-05-30,4,3,5,1033,542.325,5707.325,e-Shop,5165,0.6857335127860027
75680214271,267088,2013-05-30,9,3,1,442,46.41,488.41,e-Shop,442,0.05006729475100942
90815592535,271576,2013-05-30,10,6,2,445,93.45,983.45,Flagship store,890,0.11036339165545088
77902049080,272973,2013-05-30,10,5,2,488,102.48,1078.48,MBR,976,0.12193808882907133
9958170704,273141,2013-05-29,4,2,5,196,102.9,1082.9,MBR,980,0.1224764468371467
18820893895,270477,2013-05-29,1,2,5,1199,629.475,6624.475,TeleShop,5995,0.797442799461642
57170982273,272535,2013-05-29,8,3,2,378,79.38,835.38,e-Shop,756,0.09232839838492597
6306113713,273783,2013-05-29,5,3,1,574,60.27,634.27,TeleShop,574,0.06783310901749663
58362273907,273936,2013-05-29,5,3,3,1453,457.695,4816.695,Flagship store,4359,0.5772543741588156
61821483559,275069,2013-05-29,4,3,3,1472,463.68,4879.68,Flagship store,4416,0.5849259757738896
25272820568,267346,2013-05-29,4,2,1,256,26.88,282.88,e-Shop,256,0.02503364737550471
75123444181,272690,2013-05-29,8,3,3,1207,380.205,4001.205,MBR,3621,0.47792732166890983
79297141880,269149,2013-05-29,12,6,2,775,162.75,1712.75,TeleShop,1550,0.19919246298788695
68328781392,274306,2013-05-29,7,5,4,1476,619.92,6523.92,e-Shop,5904,0.7851951547779273
95544118866,268713,2013-05-29,12,6,1,134,14.07,148.07,MBR,134,0.008613728129205921
78833536028,270592,2013-05-29,5,3,3,1442,454.23,4780.23,Flagship store,4326,0.5728129205921938
82517523897,272681,2013-05-29,9,3,1,506,53.13,559.13,MBR,506,0.058681022880215344
96469766585,271620,2013-05-29,11,6,2,796,167.16,1759.16,e-Shop,1592,0.20484522207267833
76826793795,271697,2013-05-29,10,5,2,628,131.88,1387.88,Flagship store,1256,0.15962314939434724
